,complex_nm,trains,tot2012,tot2013,tot2014,tot2015,tot2016,tot2017,avwkdy12,avwkdy13,avwkdy14,avwkdy15,avwkdy16,avwkdy17,avwken12,avwken13,avwken14,avwken15,avwken16,avwken17
254,181 St,A,3242555.0,3309493.0,3456161.0,3628174.0,3459170.0,3453621.0,10978.0,11228.0,11673.0,11850.0,11578.0,11693,13682.0,13652.0,14173.0,13860.0,14919.0,14196
255,190 St,A,1473807.0,1472564.0,1458911.0,1530460.0,1460194.0,1494996.0,10223.0,10404.0,10861.0,11237.0,11294.0,10981,12549.0,12103.0,12667.0,14129.0,10509.0,12101
256,191 St,1,2512719.0,2598961.0,2700904.0,2713440.0,2730419.0,2657964.0,4592.0,4546.0,4549.0,4683.0,4748.0,4719,5974.0,5798.0,5531.0,6230.0,4546.0,5410
257,2 Av,F,5706955.0,5999079.0,5772265.0,5847710.0,5772537.0,5372036.0,8042.0,8258.0,8580.0,8619.0,8545.0,8419,9138.0,9028.0,9380.0,9434.0,10023.0,9547
258,207 St,1,2205288.0,1966949.0,2049587.0,2090297.0,2148169.0,2097830.0,17540.0,17801.0,17183.0,17355.0,17059.0,16675,24235.0,27022.0,25696.0,26503.0,26234.0,20998
259,215 St,1,599790.0,638224.0,626312.0,615177.0,636441.0,617727.0,6954.0,6098.0,6336.0,6514.0,6562.0,6524,8484.0,7565.0,7954.0,7858.0,8673.0,8116
260,23 St,1,4654520.0,4818903.0,4883773.0,4884678.0,4703374.0,4557216.0,1996.0,2078.0,2057.0,2012.0,2001.0,1988,1858.0,2023.0,1893.0,1910.0,2342.0,2108
261,23 St,6,8901705.0,9200337.0,9033835.0,8627481.0,8539378.0,8265227.0,14931.0,15283.0,15542.0,15451.0,15062.0,14763,16990.0,17138.0,17167.0,17640.0,15941.0,14948
262,23 St,C E,7155940.0,7629811.0,7923005.0,7844508.0,7543246.0,7410618.0,31053.0,31777.0,31212.0,29972.0,29452.0,28479,21335.0,20735.0,20246.0,18388.0,19249.0,19273
263,23 St,F M,8078511.0,8446249.0,8678810.0,8942154.0,8989195.0,8636801.0,23572.0,24782.0,25620.0,25731.0,24569.0,24161,23119.0,24391.0,25870.0,23887.0,23549.0,23444
264,23 St,R W,6805210.0,6905704.0,7348879.0,7965410.0,8151328.0,7651650.0,27977.0,28749.0,29327.0,30652.0,31078.0,30758,20120.0,20880.0,22545.0,21257.0,19973.0,15508
265,28 St,1,4346501.0,4548738.0,4666347.0,4665377.0,4544976.0,4348170.0,22981.0,22760.0,24060.0,25973.0,26693.0,25007,19597.0,20605.0,22743.0,25157.0,24898.0,24108
266,28 St,6,6688570.0,7076992.0,7107083.0,7214293.0,7161164.0,6836061.0,14597.0,15149.0,15568.0,15620.0,15253.0,14740,12833.0,12732.0,13004.0,12742.0,12098.0,11152
267,28 St,R W,3413315.0,3520209.0,3796977.0,4083143.0,4205109.0,4065263.0,22715.0,23696.0,23856.0,24470.0,24130.0,23081,18664.0,19269.0,19026.0,18121.0,18646.0,17989
268,3 Av,L,2182023.0,2310062.0,2473561.0,2386533.0,2449392.0,2319152.0,11502.0,11607.0,12407.0,13271.0,13680.0,13256,9883.0,10400.0,11795.0,13006.0,13195.0,12887
269,33 St,6,9374676.0,9756409.0,9798598.0,9701723.0,9577123.0,8916102.0,6532.0,6803.0,7193.0,7140.0,7179.0,6934,10073.0,10761.0,11875.0,10481.0,11420.0,10336
270,34 St-Herald Square,B D F M N Q R W,37154138.0,38213448.0,39285568.0,39541865.0,39000352.0,39672507.0,31877.0,32783.0,32863.0,32809.0,32153.0,30040,25926.0,26004.0,26363.0,24782.0,25391.0,23708
271,34 St-Hudson Yards,7,,,,692165.0,2691851.0,3098699.0,121120.0,122517.0,125355.0,126776.0,125682.0,127664,125297.0,128250.0,134816.0,132961.0,126221.0,132429
272,34 St-Penn Station,1 2 3,27010176.0,27730331.0,28638643.0,28309160.0,27741367.0,26034238.0,,,,2064.0,8507.0,10082,,,,3183.0,9618.0,9941
273,34 St-Penn Station,A C E,24851746.0,25726374.0,26493571.0,26147434.0,25183869.0,24366500.0,88929.0,90042.0,92693.0,92176.0,90524.0,85585,87177.0,87791.0,92317.0,88770.0,84702.0,78533
274,42 St-Bryant Pk /5 Av,B D F M 7,14917245.0,15527439.0,15896805.0,16220605.0,16934142.0,16594289.0,82511.0,83717.0,85634.0,84778.0,82584.0,78904,76888.0,80788.0,86057.0,83698.0,74992.0,78878
275,47-50 Sts-Rockefeller Center,B D F M,17091251.0,17759382.0,18236646.0,18469446.0,18086203.0,17471620.0,51962.0,53222.0,54289.0,55400.0,57793.0,57395,35250.0,36169.0,37872.0,38673.0,40137.0,37101
276,49 St,N R W,8186576.0,8155010.0,8544694.0,8029988.0,8754627.0,8626669.0,59749.0,61099.0,62693.0,63803.0,62283.0,61478,39051.0,39972.0,41198.0,40299.0,39633.0,33776
277,5 Av-53 St,E M,6744422.0,7298061.0,7543062.0,7597212.0,7240517.0,7111270.0,25793.0,25356.0,26546.0,25459.0,27077.0,26519,31697.0,31139.0,32745.0,28130.0,33634.0,34714
278,5 Av-59 St,N R W,5941836.0,5927685.0,6155019.0,6017047.0,5929715.0,5367130.0,24727.0,25939.0,26761.0,26955.0,26566.0,25746,10344.0,12815.0,13416.0,13438.0,8340.0,10450
279,50 St,1,7927578.0,8074270.0,8450496.0,8266677.0,8157242.0,7751756.0,18816.0,18394.0,19245.0,18957.0,18637.0,16871,22443.0,22737.0,22921.0,21633.0,21376.0,19704
280,50 St,C E,5714183.0,6259935.0,6867521.0,6826275.0,6778797.0,6694422.0,25930.0,26192.0,27251.0,26927.0,26362.0,25932,26513.0,25883.0,27848.0,26084.0,26277.0,21338
281,57 St,F,4408190.0,4520733.0,4603639.0,4720245.0,4821309.0,4557372.0,17892.0,19406.0,20993.0,20828.0,20921.0,20502,22505.0,24262.0,27942.0,27920.0,26306.0,27120
282,57 St-7 Av,N Q R W,8726980.0,8945751.0,9314649.0,9512090.0,9616547.0,11300097.0,14743.0,15363.0,15506.0,15725.0,15768.0,15154,13207.0,11094.0,11907.0,13122.0,14693.0,13057
283,59 St-Columbus Circle,A B C D 1,21599586.0,22774421.0,23566961.0,23299666.0,23203443.0,22929203.0,28044.0,28159.0,29414.0,29976.0,30311.0,35390,31343.0,32616.0,33579.0,34519.0,34509.0,42436
284,66 St-Lincoln Center,1,7367599.0,7527781.0,7772308.0,7790234.0,7606975.0,7002620.0,69653.0,72236.0,74572.0,73954.0,73836.0,73105,76520.0,80476.0,84152.0,82220.0,80270.0,79870
285,68 St-Hunter College,6,10373302.0,10520477.0,10545971.0,10237854.0,10124694.0,6998999.0,23305.0,23651.0,24311.0,24631.0,24064.0,22918,28259.0,27722.0,29160.0,28054.0,27001.0,21674
286,7 Av,B D E,4384090.0,4744808.0,5092341.0,5252615.0,5162589.0,5105535.0,36109.0,36562.0,36208.0,35640.0,35068.0,24456,25112.0,22699.0,24694.0,21588.0,22104.0,14682
287,72 St,1 2 3,13043031.0,13456906.0,13375012.0,13341361.0,13257766.0,12749746.0,14922.0,15800.0,16833.0,17356.0,17538.0,17334,11945.0,13228.0,14772.0,15228.0,12512.0,12818
288,72 St,B C,2832934.0,2942517.0,3015722.0,2979236.0,2921892.0,2799974.0,40271.0,40853.0,40639.0,40506.0,40450.0,38957,54346.0,56182.0,55681.0,55779.0,54054.0,52456
289,72 St,Q,,,,,,8536209.0,8875.0,9067.0,9361.0,9443.0,9448.0,8803,11146.0,11601.0,11524.0,10393.0,9285.0,10240
290,77 St,6,11109431.0,11167386.0,11454604.0,11014861.0,10927200.0,8276168.0,,,,,,28145,,,,,,25717
291,79 St,1,5292422.0,5438078.0,5601595.0,5534255.0,5371624.0,5102655.0,36846.0,37182.0,37521.0,36797.0,36103.0,27584,35034.0,31629.0,35140.0,30244.0,31824.0,23424
292,8 St-New York University,R W,5663358.0,5379647.0,5635598.0,5894747.0,6030544.0,5569352.0,16349.0,16576.0,16987.0,16865.0,16372.0,15698,22065.0,22409.0,23523.0,22886.0,21987.0,20497
293,81 St-Museum of Natural History,B C,4232404.0,4477625.0,4561347.0,4584041.0,4517912.0,4328599.0,17766.0,16597.0,17248.0,17902.0,18305.0,16994,22455.0,21349.0,23087.0,24844.0,25216.0,23227
294,86 St,1,6219513.0,6333352.0,6519979.0,6464625.0,6359252.0,5988837.0,13119.0,13663.0,13935.0,14129.0,14140.0,13313,17404.0,18407.0,18592.0,18041.0,16569.0,17293
295,86 St,4 5 6,19686985.0,20528208.0,20735032.0,20890828.0,20337593.0,14277369.0,19677.0,19766.0,20221.0,20145.0,19757.0,18882,23823.0,23929.0,25221.0,24588.0,24228.0,21901
296,86 St,B C,3300644.0,3408922.0,3515551.0,3474343.0,3478317.0,3177707.0,63550.0,64741.0,65634.0,65948.0,64793.0,45882,70146.0,74891.0,74502.0,76054.0,70271.0,48187
297,86 St,Q,,,,,,7693260.0,11093.0,11236.0,11605.0,11594.0,11809.0,10681,9680.0,10117.0,10321.0,9597.0,8603.0,8558
298,96 St,1 2 3,12108040.0,12582947.0,13108304.0,13008596.0,12700397.0,11948981.0,,,,,,23722,,,,,,30782
299,96 St,6,7708346.0,7785646.0,7958453.0,8294978.0,8004488.0,5576058.0,37941.0,38711.0,39254.0,39434.0,38859.0,37043,48008.0,50175.0,57611.0,54984.0,51360.0,46701
300,96 St,B C,2829949.0,2979535.0,3089701.0,3084906.0,3044779.0,2887965.0,26070.0,26232.0,26529.0,28060.0,26939.0,18983,21960.0,20498.0,22217.0,21115.0,21033.0,13940
301,96 St,Q,,,,,,5445960.0,9514.0,9815.0,10203.0,10365.0,10425.0,9733,8283.0,8883.0,9061.0,8183.0,7127.0,7663
302,Astor Place,6,5535996.0,5775276.0,5751688.0,5447655.0,5271496.0,5245449.0,,,,,,17150,,,,,,20019
303,Bowery,J Z,968629.0,970576.0,1057000.0,1184920.0,1223959.0,1327970.0,17607.0,17914.0,17803.0,17274.0,16806.0,16377,21020.0,22486.0,22557.0,19413.0,18199.0,20081
304,Bowling Green,4 5,7990789.0,9081649.0,10261064.0,9153462.0,8870811.0,8234513.0,2746.0,2743.0,3015.0,3325.0,3504.0,3715,5145.0,4982.0,5320.0,6200.0,6071.0,7018
305,Broad St,J Z,1315012.0,1436506.0,1662905.0,1834780.0,2064292.0,2056754.0,28183.0,30640.0,34830.0,31556.0,31522.0,29395,17227.0,23531.0,25472.0,20356.0,15072.0,13956
306,Broadway-Lafayette St /Bleecker St,B D F M 6,11792114.0,12560629.0,12913327.0,12666868.0,12405639.0,11956465.0,5261.0,5635.0,6525.0,6865.0,7279.0,7130,95.0,97.0,101.0,1624.0,3905.0,4549
307,Brooklyn Bridge-City Hall /Chambers St,4 5 6 J Z,10650508.0,10721984.0,10938927.0,10481576.0,10059080.0,9360484.0,37283.0,38799.0,40148.0,39724.0,39058.0,37986,45632.0,49686.0,49789.0,47332.0,45189.0,42746
308,Canal St,1,1727415.0,1787110.0,1859071.0,1830920.0,1801063.0,1756236.0,36993.0,36680.0,37160.0,35858.0,34352.0,31804,26025.0,25612.0,27091.0,24778.0,24004.0,23682
309,Canal St,A C E,5612068.0,5922371.0,6013138.0,6011243.0,5753945.0,5932386.0,5854.0,6039.0,6277.0,6275.0,6116.0,5996,4875.0,4628.0,4838.0,4339.0,4478.0,4333
310,Canal St,J N Q R W Z 6,15529659.0,15227139.0,15104077.0,15094135.0,15274896.0,16285516.0,19097.0,19738.0,19974.0,20103.0,19660.0,19789,15441.0,16622.0,17158.0,16478.0,13617.0,16742
311,Cathedral Pkwy-110 St,1,4491643.0,4557743.0,4301285.0,4280482.0,4160302.0,3947489.0,45952.0,44696.0,44362.0,44409.0,45030.0,47601,73859.0,70691.0,69891.0,69347.0,69319.0,76893
312,Cathedral Pkwy-110 St,B C,2207790.0,2301545.0,2351549.0,2376166.0,2354421.0,2377135.0,13870.0,13874.0,13630.0,13444.0,12926.0,12394,18710.0,18818.0,15081.0,15655.0,15761.0,14588
313,Central Park North-110 St,2 3,2808386.0,2932790.0,3110140.0,3188551.0,3147750.0,2963206.0,6933.0,7117.0,7253.0,7490.0,7553.0,7523,8652.0,8988.0,9270.0,8577.0,7851.0,8562
314,Chambers St,1 2 3,6603287.0,6755281.0,6973674.0,7054771.0,6948976.0,6459435.0,8751.0,9130.0,9559.0,9865.0,9855.0,9233,11305.0,11087.0,12384.0,12369.0,11542.0,11292
315,Chambers St /WTC /Park Place,A C E 2 3,15364366.0,15641210.0,16088983.0,16910084.0,16079624.0,14825863.0,23151.0,23147.0,23862.0,23997.0,23574.0,22419,15240.0,16085.0,16750.0,17656.0,17555.0,14348
316,Christopher St-Sheridan Sq,1,3435088.0,3433544.0,3480159.0,3363949.0,3307136.0,3193169.0,53589.0,53426.0,55683.0,57616.0,55038.0,51298,36362.0,37769.0,34977.0,41206.0,37811.0,33325
317,City Hall,R W,2094122.0,1560414.0,1151646.0,1828806.0,1977733.0,2258254.0,10068.0,10076.0,10060.0,9898.0,9792.0,9570,16848.0,16017.0,16989.0,15634.0,14890.0,14050
318,Cortlandt St,1,0.0,0.0,0.0,0.0,0.0,,7330.0,5666.0,4344.0,6310.0,6766.0,7731,4819.0,2167.0,892.0,4077.0,4685.0,5505
319,Cortlandt St,R W,2062289.0,1601732.0,1500040.0,2713532.0,4270036.0,6101278.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
320,Delancey St /Essex St,F J M Z,7280936.0,7759914.0,7909365.0,8226975.0,8458101.0,8128719.0,6393.0,5497.0,5393.0,8549.0,12868.0,19058,8372.0,3626.0,2365.0,9733.0,18064.0,23129
321,Dyckman St,1,1231954.0,2094538.0,2298848.0,2317843.0,2410021.0,2329753.0,22846.0,23691.0,24154.0,24902.0,25625.0,24993,28830.0,31807.0,32364.0,34843.0,35416.0,32713
322,Dyckman St,A,2344316.0,2112706.0,2158170.0,2244154.0,2135271.0,2165366.0,3795.0,6564.0,7112.0,7233.0,7297.0,7231,5184.0,7683.0,8877.0,8645.0,10010.0,9052
323,East Broadway,F,4021679.0,4208654.0,4379909.0,4576662.0,4752739.0,4458909.0,7375.0,6557.0,6687.0,6831.0,6874.0,6739,9142.0,8140.0,8366.0,9296.0,6925.0,8253
324,Franklin St,1,1714218.0,1703889.0,1745841.0,1731354.0,1782203.0,1700180.0,13052.0,13276.0,13720.0,14228.0,14654.0,14365,13734.0,15077.0,16041.0,17418.0,18482.0,14803
325,Fulton St,A C J Z 2 3 4 5,17868334.0,18721694.0,20102397.0,21671684.0,25162937.0,26838473.0,5931.0,5825.0,5867.0,5825.0,5984.0,5809,4279.0,4093.0,4656.0,4617.0,4762.0,4171
326,Grand Central-42 St,S 4 5 6 7,42984249.0,44893301.0,46074652.0,46737564.0,46121509.0,44928488.0,62779.0,64461.0,69444.0,74676.0,85440.0,91771,40109.0,42662.0,44299.0,48634.0,61805.0,64620
327,Grand St,B D,7658249.0,7994060.0,8131543.0,8010864.0,7942505.0,7653408.0,150266.0,153861.0,157899.0,160294.0,158580.0,154711,99936.0,105452.0,108091.0,109137.0,104291.0,103578
328,Harlem-148 St,3,1110842.0,1171372.0,1209633.0,1269910.0,1220407.0,1209846.0,23406.0,23770.0,24153.0,24281.0,24649.0,24460,32714.0,35565.0,36238.0,33632.0,29977.0,26192
329,Houston St,1,4287926.0,4510538.0,4562690.0,4377409.0,4375993.0,4326280.0,3616.0,3790.0,3952.0,4096.0,4017.0,3899,3786.0,3777.0,3745.0,4157.0,3597.0,4025
330,Inwood-207 St,A,2795992.0,2897438.0,2981271.0,3068931.0,2904915.0,2954523.0,15247.0,15736.0,15878.0,15286.0,15333.0,15283,8851.0,9365.0,9686.0,9088.0,8717.0,8341
331,Lexington Av /59 St,N R W 4 5 6,20628942.0,21282767.0,21557198.0,21407792.0,21000635.0,17888188.0,8717.0,8866.0,9136.0,9317.0,9350.0,9217,11333.0,11856.0,12130.0,12944.0,9526.0,11110
332,Lexington Av-53 St /51 St,E M 6,19280036.0,20262110.0,20513370.0,20479923.0,19929405.0,18940774.0,67478.0,67841.0,69332.0,68988.0,67684.0,58467,69374.0,74118.0,72247.0,71184.0,68953.0,56014
333,Lexington Av-63 St,F Q,4566850.0,4462467.0,4479963.0,4718159.0,5033950.0,6389408.0,67821.0,69973.0,70606.0,70686.0,69750.0,66118,42957.0,45260.0,46802.0,45716.0,39505.0,39678
334,Marble Hill-225 St,1,1721707.0,1725406.0,1846582.0,1809998.0,1777035.0,1726646.0,15639.0,15404.0,15493.0,16098.0,16988.0,20893,12191.0,9928.0,9863.0,11517.0,13089.0,20030
335,Prince St,R W,5508110.0,5209433.0,5311765.0,5386641.0,5314922.0,4990346.0,5380.0,5456.0,5766.0,5732.0,5636.0,5473,6846.0,6079.0,6879.0,6343.0,6137.0,6168
336,Rector St,1,3055453.0,3398383.0,3393420.0,3042815.0,2805381.0,2861772.0,16344.0,15261.0,15404.0,15597.0,15424.0,14400,25952.0,24428.0,25668.0,26154.0,25371.0,24575
337,Rector St,R W,2053706.0,1524110.0,1116833.0,1896968.0,2038348.0,2213971.0,10065.0,11323.0,10869.0,10625.0,9788.0,9453,9776.0,9328.0,11503.0,6098.0,5566.0,8509
338,Roosevelt Island,F,2026567.0,1948925.0,1870476.0,1966493.0,2110471.0,2361627.0,6912.0,5362.0,4127.0,6157.0,6524.0,7092,5985.0,2917.0,1252.0,6066.0,6972.0,7654
339,South Ferry /Whitehall St,1 R W,8123655.0,6192660.0,7116897.0,8750364.0,9009136.0,10205836.0,6430.0,6321.0,5998.0,6197.0,6630.0,7354,7571.0,6123.0,6200.0,7100.0,7677.0,9005
340,Spring St,6,3999949.0,4123703.0,4169799.0,3804403.0,3792870.0,3701740.0,26576.0,20405.0,23017.0,28809.0,29534.0,33019,26929.0,17996.0,22932.0,25555.0,26858.0,33326
341,Spring St,C E,3718956.0,3874428.0,3965206.0,3782314.0,3744702.0,3637863.0,12153.0,12257.0,12327.0,11543.0,11390.0,11019,17778.0,18557.0,19054.0,15934.0,16329.0,16643
342,Times Sq-42 St /42 St,N Q R W S 1 2 3 7 A C E,62069437.0,63617614.0,65948730.0,66359208.0,64531511.0,64815739.0,12604.0,13136.0,13319.0,12914.0,12775.0,12360,10489.0,9874.0,10639.0,9150.0,8974.0,9190
343,Wall St,2 3,7034940.0,7473489.0,7845023.0,7650853.0,7689447.0,6935020.0,195464.0,197696.0,204908.0,206247.0,202363.0,203545,239674.0,242742.0,251718.0,253004.0,234830.0,239225
344,Wall St,4 5,6658687.0,7231884.0,7437325.0,6708745.0,6148384.0,5704122.0,25682.0,26706.0,28075.0,27242.0,27291.0,26022,11514.0,12562.0,12869.0,13262.0,13671.0,6268
345,West 4 St-Washington Sq,A B C D E F M,12727443.0,13533369.0,13942101.0,14147148.0,13955067.0,13849130.0,23992.0,25078.0,25619.0,23595.0,22211.0,20420,12233.0,15682.0,16810.0,12913.0,8953.0,9579
346,103 St-Corona Plaza,7,6130376.0,6314870.0,6464627.0,6527196.0,6504644.0,6498237.0,39157.0,40798.0,41968.0,42760.0,42755.0,41835,54177.0,58299.0,60412.0,60441.0,56440.0,59543
347,104 St,A,507774.0,516000.0,388144.0,538400.0,626547.0,560309.0,18984.0,19216.0,19814.0,20044.0,20282.0,20101,25246.0,26098.0,25974.0,26056.0,24283.0,25432
348,104 St,J Z,755193.0,779537.0,827890.0,841545.0,850903.0,502541.0,1725.0,1736.0,1333.0,1890.0,2189.0,1900,1401.0,1350.0,887.0,1014.0,1232.0,1425
349,111 St,7,3473313.0,3607926.0,3659225.0,3699843.0,3753756.0,3721445.0,2553.0,2575.0,2659.0,2710.0,2758.0,1727,2108.0,2251.0,2763.0,2774.0,2686.0,1123
350,111 St,A,796622.0,795820.0,802831.0,767647.0,561857.0,748813.0,10655.0,10914.0,11091.0,11198.0,11421.0,11384,14741.0,15183.0,15279.0,15536.0,15324.0,15140
351,111 St,J,764882.0,780300.0,802275.0,812055.0,805255.0,948885.0,2728.0,2718.0,2815.0,2727.0,1947.0,2571,2102.0,1902.0,1558.0,1303.0,1192.0,1754
352,121 St,J Z,664855.0,688985.0,766469.0,788674.0,794687.0,337075.0,2613.0,2605.0,2596.0,2627.0,2607.0,3235,2021.0,2130.0,2594.0,2630.0,2566.0,2296
353,169 St,F,2759602.0,2834112.0,2854274.0,2858542.0,2787763.0,2629975.0,2218.0,2222.0,2397.0,2462.0,2500.0,1135,1991.0,2249.0,2861.0,2973.0,2872.0,858
354,21 St,G,469173.0,422616.0,427353.0,533529.0,580065.0,598061.0,8944.0,9042.0,9106.0,9138.0,9016.0,8671,9576.0,9758.0,9811.0,9757.0,8924.0,7789
355,21 St-Queensbridge,F,2654261.0,2631860.0,2683624.0,2884831.0,3009540.0,3157675.0,1478.0,1309.0,1265.0,1564.0,1735.0,1863,1841.0,1636.0,1958.0,2488.0,2528.0,2252
356,30 Av,N W,4622323.0,4776709.0,4808350.0,4745260.0,4694548.0,3437709.0,8749.0,8761.0,8914.0,9447.0,9779.0,10209,8532.0,7288.0,7510.0,8754.0,9460.0,10350
357,33 St-Rawson St,7,3752701.0,3899003.0,3892589.0,3712153.0,3636632.0,3402610.0,14515.0,14802.0,14897.0,14771.0,14739.0,11381,18212.0,18570.0,18683.0,18131.0,17197.0,10161
358,36 Av,N W,2412794.0,2462645.0,2439630.0,2394564.0,2343925.0,1677211.0,13985.0,14246.0,14256.0,13604.0,13302.0,12429,4920.0,5153.0,4964.0,4690.0,4650.0,4682
359,36 St,M R,1257059.0,1278109.0,1307054.0,1339754.0,1355271.0,1362430.0,7669.0,7688.0,7577.0,7447.0,7347.0,5525,9088.0,9308.0,9385.0,9180.0,8650.0,5084
360,39 Av,N W,930291.0,1012381.0,1104375.0,1072026.0,1016809.0,979103.0,4502.0,4540.0,4597.0,4733.0,4776.0,4786,2454.0,2269.0,2525.0,2499.0,2545.0,2705
361,40 St-Lowery St,7,3393418.0,3483507.0,3496675.0,3421569.0,3399567.0,3261769.0,3044.0,3262.0,3504.0,3391.0,3207.0,3267,3110.0,3346.0,3884.0,3813.0,3631.0,2733
362,46 St,M R,2978233.0,3014082.0,3021219.0,2956981.0,2904517.0,2781811.0,10919.0,11100.0,11211.0,11053.0,11089.0,10624,12122.0,12069.0,11750.0,11090.0,10421.0,10309
363,46 St-Bliss St,7,4638262.0,4734334.0,4695672.0,4593351.0,4541003.0,4303987.0,9482.0,9529.0,9608.0,9439.0,9362.0,9049,11137.0,10818.0,10555.0,10187.0,9461.0,8857
364,52 St,7,2138307.0,2182725.0,2214115.0,2177884.0,2131770.0,2027659.0,14499.0,14656.0,14634.0,14413.0,14335.0,13614,18491.0,18380.0,17715.0,16827.0,16110.0,15447
365,63 Dr-Rego Park,M R,4998378.0,5129203.0,5272014.0,5244226.0,5219811.0,4991559.0,6748.0,6830.0,6951.0,6888.0,6795.0,6495,8221.0,8112.0,8108.0,7725.0,7252.0,6885
366,65 St,M R,1131591.0,1124823.0,1159576.0,1192281.0,1183534.0,1120703.0,16056.0,16334.0,16771.0,16770.0,16868.0,16323,17997.0,17836.0,18386.0,17915.0,16777.0,15512
367,67 Av,M R,2770364.0,2818350.0,2851905.0,2853794.0,2807769.0,2695321.0,3551.0,3532.0,3647.0,3762.0,3747.0,3621,4453.0,4122.0,4223.0,4289.0,4144.0,3661
368,69 St,7,1647057.0,1671584.0,1685222.0,1629526.0,1643806.0,1602770.0,9403.0,9475.0,9544.0,9548.0,9479.0,9181,7702.0,7467.0,7743.0,7778.0,7163.0,6692
369,74-Bway /Jackson Hts-Roosevelt Av,7 E F M R,16366669.0,16864938.0,17087795.0,17224537.0,17301839.0,17095073.0,5031.0,5085.0,5128.0,4988.0,5072.0,4973,7107.0,6901.0,6941.0,6557.0,6362.0,6186
370,75 Av,E F,1130707.0,1155836.0,1131705.0,1136305.0,1102600.0,994127.0,50194.0,50841.0,51285.0,51925.0,52296.0,52018,69688.0,71930.0,73919.0,73373.0,72305.0,70841
371,75 St-Elderts Ln,J Z,1107947.0,1138544.0,1172162.0,1196186.0,1187714.0,1069608.0,3735.0,3763.0,3742.0,3756.0,3710.0,3365,3615.0,3647.0,3276.0,3307.0,2857.0,2554
372,80 St,A,1294099.0,1310413.0,1507116.0,1465264.0,1098234.0,1346296.0,3757.0,3759.0,3777.0,3837.0,3837.0,3641,3046.0,3297.0,3854.0,4013.0,3816.0,2588
373,82 St-Jackson Hts,7,5013810.0,5139172.0,5172595.0,5128506.0,5089971.0,5018542.0,4253.0,4291.0,4664.0,4445.0,3574.0,4416,4212.0,3984.0,5915.0,6203.0,3405.0,4101
374,85 St-Forest Pkwy,J,1125639.0,1157863.0,1212661.0,1239793.0,1237770.0,1156600.0,15582.0,15662.0,15899.0,15711.0,15765.0,15393,20374.0,21133.0,20557.0,20622.0,19491.0,20237
375,88 St,A,792615.0,808822.0,613296.0,1011163.0,952251.0,880776.0,3776.0,3792.0,3860.0,3947.0,3968.0,3923,3279.0,3500.0,4207.0,4297.0,4113.0,2867
376,90 St-Elmhurst Av,7,5428872.0,5513135.0,5480059.0,5489630.0,5471961.0,5460868.0,2677.0,2719.0,2065.0,3464.0,3221.0,2965,2257.0,2128.0,1599.0,2316.0,2386.0,2335
377,Aqueduct Racetrack,A,0.0,213601.0,630644.0,672734.0,676971.0,641464.0,16768.0,16743.0,16747.0,16814.0,16957.0,16848,22506.0,22890.0,22235.0,22079.0,20866.0,21543
378,Aqueduct-North Conduit Av,A,890505.0,698115.0,357399.0,365488.0,342494.0,309029.0,0.0,551.0,1597.0,1711.0,1739.0,1672,0.0,1325.0,4054.0,4297.0,4211.0,3884
379,Astoria Blvd,N W,3871213.0,3962838.0,3914637.0,3926062.0,3894399.0,3988480.0,2430.0,1951.0,1122.0,1181.0,1125.0,1031,5067.0,3627.0,1308.0,1185.0,1016.0,860
380,Astoria-Ditmars Blvd,N W,5233305.0,5405084.0,5416919.0,5407027.0,5429314.0,5031462.0,12127.0,12210.0,12209.0,12344.0,12358.0,13103,15354.0,15715.0,14815.0,14410.0,13659.0,12273
381,Beach 105 St,A S,82088.0,48916.0,82980.0,99254.0,95469.0,97654.0,16777.0,17039.0,17178.0,17181.0,17345.0,16686,19077.0,19697.0,19227.0,19057.0,18533.0,14759
382,Beach 25 St,A,437602.0,267585.0,519843.0,570312.0,601116.0,582975.0,253.0,141.0,260.0,305.0,289.0,278,325.0,229.0,297.0,374.0,396.0,462
383,Beach 36 St,A,217880.0,143400.0,272799.0,296860.0,305816.0,298395.0,1494.0,904.0,1722.0,1861.0,1968.0,1925,1163.0,674.0,1479.0,1753.0,1806.0,1699
384,Beach 44 St,A,161946.0,91331.0,181758.0,197543.0,212440.0,214473.0,718.0,466.0,872.0,936.0,975.0,962,696.0,443.0,921.0,1056.0,1037.0,973
385,Beach 60 St,A,588970.0,406698.0,772376.0,801015.0,794595.0,726189.0,538.0,297.0,581.0,624.0,676.0,690,496.0,284.0,612.0,698.0,721.0,709
386,Beach 67 St-Arverne By The Sea,A,572418.0,357807.0,701784.0,799134.0,811248.0,792444.0,1924.0,1317.0,2448.0,2501.0,2507.0,2319,1954.0,1286.0,2702.0,2977.0,2810.0,2468
387,Beach 90 St,A S,305397.0,194416.0,306284.0,333006.0,335515.0,411887.0,1859.0,1118.0,2183.0,2407.0,2493.0,2440,1947.0,1323.0,2642.0,3371.0,3189.0,3093
388,Beach 98 St,A S,193332.0,100594.0,200197.0,214040.0,203795.0,180588.0,877.0,463.0,846.0,946.0,939.0,1110,1563.0,1401.0,1646.0,1609.0,1751.0,2344
389,Briarwood-Van Wyck Blvd,E F,1563242.0,1427813.0,1427017.0,1479278.0,1515926.0,1489396.0,572.0,292.0,563.0,608.0,579.0,531,874.0,474.0,1011.0,1025.0,1023.0,799
