tot2013,tot2014,tot2015,tot2016,tot2017,tot2018,avwkdy13,avwkdy14,avwkdy15,avwkdy16,avwkdy17,avwkdy18,complex_nm,trains,avwken13,avwken14,avwken15,avwken16,avwken17,avwken18
8945751.0,9314649.0,9512090.0,9616547.0,11300097.0,11978164,28159.0,29414.0,29976.0,30311.0,35390,37870,57 St-7 Av,N Q R W,32616.0,33579.0,34519.0,34509.0,42436,43040
22774421.0,23566961.0,23299666.0,23203443.0,22929203.0,22991014,72236.0,74572.0,73954.0,73836.0,73105,73003,59 St-Columbus Circle,1 A B C D,80476.0,84152.0,82220.0,80270.0,79870,81271
7527781.0,7772308.0,7790234.0,7606975.0,7002620.0,7196026,23651.0,24311.0,24631.0,24064.0,22918,22890,66 St-Lincoln Center,1,27722.0,29160.0,28054.0,27001.0,21674,25355
10520477.0,10545971.0,10237854.0,10124694.0,6998999.0,6537270,36562.0,36208.0,35640.0,35068.0,24456,22757,68 St-Hunter College,6,22699.0,24694.0,21588.0,22104.0,14682,13871
4744808.0,5092341.0,5252615.0,5162589.0,5105535.0,5299531,15800.0,16833.0,17356.0,17538.0,17334,17947,7 Av,B D E,13228.0,14772.0,15228.0,12512.0,12818,13440
13456906.0,13375012.0,13341361.0,13257766.0,12749746.0,12879887,40853.0,40639.0,40506.0,40450.0,38957,39477,72 St,1 2 3,56182.0,55681.0,55779.0,54054.0,52456,52267
2942517.0,3015722.0,2979236.0,2921892.0,2799974.0,1382963,9067.0,9361.0,9443.0,9448.0,8803,4472,72 St,B C,11601.0,11524.0,10393.0,9285.0,10240,4370
,,,,8536209.0,9068131,,,,,28145,30253,72 St,Q,,,,,25717,25320
11167386.0,11454604.0,11014861.0,10927200.0,8276168.0,7653602,37182.0,37521.0,36797.0,36103.0,27584,25369,77 St,6,31629.0,35140.0,30244.0,31824.0,23424,22083
5438078.0,5601595.0,5534255.0,5371624.0,5102655.0,4990840,16576.0,16987.0,16865.0,16372.0,15698,15175,79 St,1,22409.0,23523.0,22886.0,21987.0,20497,20898
5379647.0,5635598.0,5894747.0,6030544.0,5569352.0,5686332,16597.0,17248.0,17902.0,18305.0,16994,17192,8 St-New York University,R W,21349.0,23087.0,24844.0,25216.0,23227,24397
4477625.0,4561347.0,4584041.0,4517912.0,4328599.0,4748083,13663.0,13935.0,14129.0,14140.0,13313,15383,81 St-Museum of Natural History,B C,18407.0,18592.0,18041.0,16569.0,17293,15247
6333352.0,6519979.0,6464625.0,6359252.0,5988837.0,6139911,19766.0,20221.0,20145.0,19757.0,18882,19325,86 St,1,23929.0,25221.0,24588.0,24228.0,21901,22559
20528208.0,20735032.0,20890828.0,20337593.0,14277369.0,13486510,64741.0,65634.0,65948.0,64793.0,45882,43169,86 St,4 5 6,74891.0,74502.0,76054.0,70271.0,48187,46269
3408922.0,3515551.0,3474343.0,3478317.0,3177707.0,1734366,11236.0,11605.0,11594.0,11809.0,10681,6007,86 St,B C,10117.0,10321.0,9597.0,8603.0,8558,3702
,,,,7693260.0,8075480,,,,,23722,25455,86 St,Q,,,,,30782,29540
12582947.0,13108304.0,13008596.0,12700397.0,11948981.0,11702401,38711.0,39254.0,39434.0,38859.0,37043,36026,96 St,1 2 3,50175.0,57611.0,54984.0,51360.0,46701,46410
7785646.0,7958453.0,8294978.0,8004488.0,5576058.0,5151742,26232.0,26529.0,28060.0,26939.0,18983,17447,96 St,6,20498.0,22217.0,21115.0,21033.0,13940,13124
2979535.0,3089701.0,3084906.0,3044779.0,2887965.0,2836643,9815.0,10203.0,10365.0,10425.0,9733,9924,96 St,B C,8883.0,9061.0,8183.0,7127.0,7663,5691
,,,,5445960.0,6014304,,,,,17150,19318,96 St,Q,,,,,20019,20254
5775276.0,5751688.0,5447655.0,5271496.0,5245449.0,5111358,17914.0,17803.0,17274.0,16806.0,16377,16031,Astor Place,6,22486.0,22557.0,19413.0,18199.0,20081,19118
970576.0,1057000.0,1184920.0,1223959.0,1327970.0,1275541,2743.0,3015.0,3325.0,3504.0,3715,3738,Bowery,J Z,4982.0,5320.0,6200.0,6071.0,7018,5935
9081649.0,10261064.0,9153462.0,8870811.0,8234513.0,8251885,30640.0,34830.0,31556.0,31522.0,29395,28646,Bowling Green,4 5,23531.0,25472.0,20356.0,15072.0,13956,17548
1436506.0,1662905.0,1834780.0,2064292.0,2056754.0,1967616,5635.0,6525.0,6865.0,7279.0,7130,7050,Broad St,J Z,97.0,101.0,1624.0,3905.0,4549,3165
12560629.0,12913327.0,12666868.0,12405639.0,11956465.0,11414999,38799.0,40148.0,39724.0,39058.0,37986,36493,Broadway-Lafayette St /Bleecker St,6 B D F M,49686.0,49789.0,47332.0,45189.0,42746,39512
10721984.0,10938927.0,10481576.0,10059080.0,9360484.0,9060206,36680.0,37160.0,35858.0,34352.0,31804,30932,Brooklyn Bridge-City Hall /Chambers St,4 5 6 J Z,25612.0,27091.0,24778.0,24004.0,23682,21829
1787110.0,1859071.0,1830920.0,1801063.0,1756236.0,1884371,6039.0,6277.0,6275.0,6116.0,5996,6410,Canal St,1,4628.0,4838.0,4339.0,4478.0,4333,4690
5922371.0,6013138.0,6011243.0,5753945.0,5932386.0,6160037,19738.0,19974.0,20103.0,19660.0,19789,20424,Canal St,A C E,16622.0,17158.0,16478.0,13617.0,16742,17819
15227139.0,15104077.0,15094135.0,15274896.0,16285516.0,15995877,44696.0,44362.0,44409.0,45030.0,47601,47034,Canal St,6 J N Q R W Z,70691.0,69891.0,69347.0,69319.0,76893,74070
4557743.0,4301285.0,4280482.0,4160302.0,3947489.0,4013259,13874.0,13630.0,13444.0,12926.0,12394,12526,Cathedral Pkwy-110 St,1,18818.0,15081.0,15655.0,15761.0,14588,15269
2301545.0,2351549.0,2376166.0,2354421.0,2377135.0,1168203,7117.0,7253.0,7490.0,7553.0,7523,3785,Cathedral Pkwy-110 St,B C,8988.0,9270.0,8577.0,7851.0,8562,3673
2932790.0,3110140.0,3188551.0,3147750.0,2963206.0,2823756,9130.0,9559.0,9865.0,9855.0,9233,8815,Central Park North-110 St,2 3,11087.0,12384.0,12369.0,11542.0,11292,10634
6755281.0,6973674.0,7054771.0,6948976.0,6459435.0,6108641,23147.0,23862.0,23997.0,23574.0,22419,21303,Chambers St,1 2 3,16085.0,16750.0,17656.0,17555.0,14348,12837
17242942.0,17589023.0,19623616.0,20349660.0,20927141.0,21636146,58923.0,61076.0,66165.0,67906.0,70356,72396,Chambers St /WTC /Park Place,2 3 A C E,41395.0,37342.0,50939.0,55875.0,56454,59443
3433544.0,3480159.0,3363949.0,3307136.0,3193169.0,3312074,10076.0,10060.0,9898.0,9792.0,9570,9675,Christopher St-Sheridan Sq,1,16017.0,16989.0,15634.0,14890.0,14050,15755
1560414.0,1151646.0,1828806.0,1977733.0,2258254.0,1920070,5666.0,4344.0,6310.0,6766.0,7731,6657,City Hall,R W,2167.0,892.0,4077.0,4685.0,5505,4183
7759914.0,7909365.0,8226975.0,8458101.0,8128719.0,7922586,23691.0,24154.0,24902.0,25625.0,24993,24562,Delancey St /Essex St,F J M Z,31807.0,32364.0,34843.0,35416.0,32713,30810
2094538.0,2298848.0,2317843.0,2410021.0,2329753.0,2263932,6564.0,7112.0,7233.0,7297.0,7231,7002,Dyckman St,1,7683.0,8877.0,8645.0,10010.0,9052,8845
2112706.0,2158170.0,2244154.0,2135271.0,2165366.0,2037425,6557.0,6687.0,6831.0,6874.0,6739,6477,Dyckman St,A,8140.0,8366.0,9296.0,6925.0,8253,7139
4208654.0,4379909.0,4576662.0,4752739.0,4458909.0,4216327,13276.0,13720.0,14228.0,14654.0,14365,13868,East Broadway,F,15077.0,16041.0,17418.0,18482.0,14803,12494
1703889.0,1745841.0,1731354.0,1782203.0,1700180.0,1757424,5825.0,5867.0,5825.0,5984.0,5809,5943,Franklin St,1,4093.0,4656.0,4617.0,4762.0,4171,4544
18721694.0,20102397.0,21671684.0,25162937.0,26838473.0,27719115,64461.0,69444.0,74676.0,85440.0,91771,92990,Fulton St,2 3 4 5 A C J Z,42662.0,44299.0,48634.0,61805.0,64620,74524
44893301.0,46074652.0,46737564.0,46121509.0,44928488.0,45207849,153861.0,157899.0,160294.0,158580.0,154711,155345,Grand Central-42 St,4 5 6 7 S,105452.0,108091.0,109137.0,104291.0,103578,103993
7994060.0,8131543.0,8010864.0,7942505.0,7653408.0,7187070,23770.0,24153.0,24281.0,24649.0,24460,23422,Grand St,B D,35565.0,36238.0,33632.0,29977.0,26192,22469
1171372.0,1209633.0,1269910.0,1220407.0,1209846.0,1232448,3790.0,3952.0,4096.0,4017.0,3899,4074,Harlem-148 St,3,3777.0,3745.0,4157.0,3597.0,4025,3564
4510538.0,4562690.0,4377409.0,4375993.0,4326280.0,4488886,15736.0,15878.0,15286.0,15333.0,15283,15698,Houston St,1,9365.0,9686.0,9088.0,8717.0,8341,9224
2897438.0,2981271.0,3068931.0,2904915.0,2954523.0,2796626,8866.0,9136.0,9317.0,9350.0,9217,8793,Inwood-207 St,A,11856.0,12130.0,12944.0,9526.0,11110,10182
21282767.0,21557198.0,21407792.0,21000635.0,17888188.0,16955204,67841.0,69332.0,68988.0,67684.0,58467,55608,Lexington Av /59 St,4 5 6 N R W,74118.0,72247.0,71184.0,68953.0,56014,51768
20262110.0,20513370.0,20479923.0,19929405.0,18940774.0,18585755,69973.0,70606.0,70686.0,69750.0,66118,64499,Lexington Av-53 St /51 St,6 E M,45260.0,46802.0,45716.0,39505.0,39678,40095
4462467.0,4479963.0,4718159.0,5033950.0,6389408.0,6506078,15404.0,15493.0,16098.0,16988.0,20893,21394,Lexington Av-63 St,F Q,9928.0,9863.0,11517.0,13089.0,20030,19510
1725406.0,1846582.0,1809998.0,1777035.0,1726646.0,1686237,5456.0,5766.0,5732.0,5636.0,5473,5433,Marble Hill-225 St,1,6079.0,6879.0,6343.0,6137.0,6168,5578
5209433.0,5311765.0,5386641.0,5314922.0,4990346.0,5142727,15261.0,15404.0,15597.0,15424.0,14400,14408,Prince St,R W,24428.0,25668.0,26154.0,25371.0,24575,27362
3398383.0,3393420.0,3042815.0,2805381.0,2861772.0,2764454,11323.0,10869.0,10625.0,9788.0,9453,9005,Rector St,1,9328.0,11503.0,6098.0,5566.0,8509,8725
1524110.0,1116833.0,1896968.0,2038348.0,2213971.0,2154295,5362.0,4127.0,6157.0,6524.0,7092,7185,Rector St,R W,2917.0,1252.0,6066.0,6972.0,7654,6003
1948925.0,1870476.0,1966493.0,2110471.0,2361627.0,2269432,6321.0,5998.0,6197.0,6630.0,7354,7153,Roosevelt Island,F,6123.0,6200.0,7100.0,7677.0,9005,8135
6192660.0,7116897.0,8750364.0,9009136.0,10205836.0,10275268,20405.0,23017.0,28809.0,29534.0,33019,33797,South Ferry /Whitehall St,1 R W,17996.0,22932.0,25555.0,26858.0,33326,30605
4123703.0,4169799.0,3804403.0,3792870.0,3701740.0,3654673,12257.0,12327.0,11543.0,11390.0,11019,10822,Spring St,6,18557.0,19054.0,15934.0,16329.0,16643,16649
3874428.0,3965206.0,3782314.0,3744702.0,3637863.0,3853792,13136.0,13319.0,12914.0,12775.0,12360,13054,Spring St,C E,9874.0,10639.0,9150.0,8974.0,9190,9871
63617614.0,65948730.0,66359208.0,64531511.0,64815739.0,65060656,197696.0,204908.0,206247.0,202363.0,203545,204017,Times Sq-42 St /42 St,1 2 3 7 A C E N Q R S W,242742.0,251718.0,253004.0,234830.0,239225,240645
7473489.0,7845023.0,7650853.0,7689447.0,6935020.0,6452733,26706.0,28075.0,27242.0,27291.0,26022,23968,Wall St,2 3,12562.0,12869.0,13262.0,13671.0,6268,6662
7231884.0,7437325.0,6708745.0,6148384.0,5704122.0,5646207,25078.0,25619.0,23595.0,22211.0,20420,19745,Wall St,4 5,15682.0,16810.0,12913.0,8953.0,9579,11423
13533369.0,13942101.0,14147148.0,13955067.0,13849130.0,13446383,40798.0,41968.0,42760.0,42755.0,41835,40666,West 4 St-Washington Sq,A B C D E F M,58299.0,60412.0,60441.0,56440.0,59543,57400
0.0,0.0,0.0,0.0,,1245455,0.0,0.0,0.0,0.0,0,3558,WTC Cortland,1,0.0,0.0,0.0,0.0,0,6274
6314870.0,6464627.0,6527196.0,6504644.0,6498237.0,6319564,19216.0,19814.0,20044.0,20282.0,20101,19682,103 St-Corona Plaza,7,26098.0,25974.0,26056.0,24283.0,25432,23972
516000.0,388144.0,538400.0,626547.0,560309.0,548871,1736.0,1333.0,1890.0,2189.0,1900,1841,104 St,A,1350.0,887.0,1014.0,1232.0,1425,1470
779537.0,827890.0,841545.0,850903.0,502541.0,456765,2575.0,2659.0,2710.0,2758.0,1727,1587,104 St,J Z,2251.0,2763.0,2774.0,2686.0,1123,951
3607926.0,3659225.0,3699843.0,3753756.0,3721445.0,3608389,10914.0,11091.0,11198.0,11421.0,11384,11091,111 St,7,15183.0,15279.0,15536.0,15324.0,15140,14376
795820.0,802831.0,767647.0,561857.0,748813.0,762641,2718.0,2815.0,2727.0,1947.0,2571,2596,111 St,A,1902.0,1558.0,1303.0,1192.0,1754,1872
780300.0,802275.0,812055.0,805255.0,948885.0,801639,2605.0,2596.0,2627.0,2607.0,3235,2819,111 St,J,2130.0,2594.0,2630.0,2566.0,2296,1523
688985.0,766469.0,788674.0,794687.0,337075.0,391696,2222.0,2397.0,2462.0,2500.0,1135,1354,121 St,J Z,2249.0,2861.0,2973.0,2872.0,858,849
2834112.0,2854274.0,2858542.0,2787763.0,2629975.0,2497336,9042.0,9106.0,9138.0,9016.0,8671,8109,169 St,F,9758.0,9811.0,9757.0,8924.0,7789,7944
422616.0,427353.0,533529.0,580065.0,598061.0,550464,1309.0,1265.0,1564.0,1735.0,1863,1757,21 St,G,1636.0,1958.0,2488.0,2528.0,2252,1850
2631860.0,2683624.0,2884831.0,3009540.0,3157675.0,3340366,8761.0,8914.0,9447.0,9779.0,10209,10840,21 St-Queensbridge,F,7288.0,7510.0,8754.0,9460.0,10350,10606
4776709.0,4808350.0,4745260.0,4694548.0,3437709.0,2373721,14802.0,14897.0,14771.0,14739.0,11381,8286,30 Av,N W,18570.0,18683.0,18131.0,17197.0,10161,4773
3899003.0,3892589.0,3712153.0,3636632.0,3402610.0,3031465,14246.0,14256.0,13604.0,13302.0,12429,11029,33 St-Rawson St,7,5153.0,4964.0,4690.0,4650.0,4682,4223
2462645.0,2439630.0,2394564.0,2343925.0,1677211.0,1446827,7688.0,7577.0,7447.0,7347.0,5525,5073,36 Av,N W,9308.0,9385.0,9180.0,8650.0,5084,2811
1278109.0,1307054.0,1339754.0,1355271.0,1362430.0,1513330,4540.0,4597.0,4733.0,4776.0,4786,5177,36 St,M R,2269.0,2525.0,2499.0,2545.0,2705,3615
1012381.0,1104375.0,1072026.0,1016809.0,979103.0,665750,3262.0,3504.0,3391.0,3207.0,3267,2356,39 Av-Dutch Kills,N W,3346.0,3884.0,3813.0,3631.0,2733,1218
3483507.0,3496675.0,3421569.0,3399567.0,3261769.0,3048104,11100.0,11211.0,11053.0,11089.0,10624,9954,40 St-Lowery St,7,12069.0,11750.0,11090.0,10421.0,10309,9434
3014082.0,3021219.0,2956981.0,2904517.0,2781811.0,2711011,9529.0,9608.0,9439.0,9362.0,9049,8752,46 St,M R,10818.0,10555.0,10187.0,9461.0,8857,8893
4734334.0,4695672.0,4593351.0,4541003.0,4303987.0,4058815,14656.0,14634.0,14413.0,14335.0,13614,12828,46 St-Bliss St,7,18380.0,17715.0,16827.0,16110.0,15447,14549
2182725.0,2214115.0,2177884.0,2131770.0,2027659.0,1883246,6830.0,6951.0,6888.0,6795.0,6495,6001,52 St,7,8112.0,8108.0,7725.0,7252.0,6885,6524
5129203.0,5272014.0,5244226.0,5219811.0,4991559.0,4769745,16334.0,16771.0,16770.0,16868.0,16323,15574,63 Dr-Rego Park,M R,17836.0,18386.0,17915.0,16777.0,15512,14831
1124823.0,1159576.0,1192281.0,1183534.0,1120703.0,1129031,3532.0,3647.0,3762.0,3747.0,3621,3601,65 St,M R,4122.0,4223.0,4289.0,4144.0,3661,3890
2818350.0,2851905.0,2853794.0,2807769.0,2695321.0,2592645,9475.0,9544.0,9548.0,9479.0,9181,8774,67 Av,M R,7467.0,7743.0,7778.0,7163.0,6692,6615
1671584.0,1685222.0,1629526.0,1643806.0,1602770.0,1510410,5085.0,5128.0,4988.0,5072.0,4973,4679,69 St,7,6901.0,6941.0,6557.0,6362.0,6186,5844
16864938.0,17087795.0,17224537.0,17301839.0,17095073.0,16994358,50841.0,51285.0,51925.0,52296.0,52018,51766,74-Bway /Jackson Hts-Roosevelt Av,7 E F M R,71930.0,73919.0,73373.0,72305.0,70841,69953
1155836.0,1131705.0,1136305.0,1102600.0,994127.0,1019978,3763.0,3742.0,3756.0,3710.0,3365,3455,75 Av,E F,3647.0,3276.0,3307.0,2857.0,2554,2587
1138544.0,1172162.0,1196186.0,1187714.0,1069608.0,992267,3759.0,3777.0,3837.0,3837.0,3641,3464,75 St-Elderts Ln,J Z,3297.0,3854.0,4013.0,3816.0,2588,1995
1310413.0,1507116.0,1465264.0,1098234.0,1346296.0,1332047,4291.0,4664.0,4445.0,3574.0,4416,4316,80 St,A,3984.0,5915.0,6203.0,3405.0,4101,4285
5139172.0,5172595.0,5128506.0,5089971.0,5018542.0,4741470,15662.0,15899.0,15711.0,15765.0,15393,14626,82 St-Jackson Hts,7,21133.0,20557.0,20622.0,19491.0,20237,18651
1157863.0,1212661.0,1239793.0,1237770.0,1156600.0,1063133,3792.0,3860.0,3947.0,3968.0,3923,3699,85 St-Forest Pkwy,J,3500.0,4207.0,4297.0,4113.0,2867,2193
808822.0,613296.0,1011163.0,952251.0,880776.0,855851,2719.0,2065.0,3464.0,3221.0,2965,2835,88 St,A,2128.0,1599.0,2316.0,2386.0,2335,2462
5513135.0,5480059.0,5489630.0,5471961.0,5460868.0,5245160,16743.0,16747.0,16814.0,16957.0,16848,16253,90 St-Elmhurst Av,7,22890.0,22235.0,22079.0,20866.0,21543,20287
213601.0,630644.0,672734.0,676971.0,641464.0,732091,551.0,1597.0,1711.0,1739.0,1672,1901,Aqueduct Racetrack,A,1325.0,4054.0,4297.0,4211.0,3884,4521
698115.0,357399.0,365488.0,342494.0,309029.0,276067,1951.0,1122.0,1181.0,1125.0,1031,921,Aqueduct-North Conduit Av,A,3627.0,1308.0,1185.0,1016.0,860,764
3962838.0,3914637.0,3926062.0,3894399.0,3988480.0,4226298,12210.0,12209.0,12344.0,12358.0,13103,14425,Astoria Blvd,N W,15715.0,14815.0,14410.0,13659.0,12273,10175
5405084.0,5416919.0,5407027.0,5429314.0,5031462.0,4543854,17039.0,17178.0,17181.0,17345.0,16686,15663,Astoria-Ditmars Blvd,N W,19697.0,19227.0,19057.0,18533.0,14759,10218
48916.0,82980.0,99254.0,95469.0,97654.0,92852,141.0,260.0,305.0,289.0,278,261,Beach 105 St,A S,229.0,297.0,374.0,396.0,462,434
267585.0,519843.0,570312.0,601116.0,582975.0,543839,904.0,1722.0,1861.0,1968.0,1925,1792,Beach 25 St,A,674.0,1479.0,1753.0,1806.0,1699,1600
143400.0,272799.0,296860.0,305816.0,298395.0,275165,466.0,872.0,936.0,975.0,962,887,Beach 36 St,A,443.0,921.0,1056.0,1037.0,973,900
91331.0,181758.0,197543.0,212440.0,214473.0,216609,297.0,581.0,624.0,676.0,690,693,Beach 44 St,A,284.0,612.0,698.0,721.0,709,730
406698.0,772376.0,801015.0,794595.0,726189.0,630038,1317.0,2448.0,2501.0,2507.0,2319,2013,Beach 60 St,A,1286.0,2702.0,2977.0,2810.0,2468,2141
357807.0,701784.0,799134.0,811248.0,792444.0,669421,1118.0,2183.0,2407.0,2493.0,2440,2103,Beach 67 St-Arverne By The Sea,A,1323.0,2642.0,3371.0,3189.0,3093,2447
194416.0,306284.0,333006.0,335515.0,411887.0,382766,463.0,846.0,946.0,939.0,1110,1097,Beach 90 St,A S,1401.0,1646.0,1609.0,1751.0,2344,1780
100594.0,200197.0,214040.0,203795.0,180588.0,154620,292.0,563.0,608.0,579.0,531,481,Beach 98 St,A S,474.0,1011.0,1025.0,1023.0,799,566
1427813.0,1427017.0,1479278.0,1515926.0,1489396.0,1462744,4664.0,4695.0,4876.0,5057.0,5061,4913,Briarwood-Van Wyck Blvd,E F,4417.0,4242.0,4354.0,4126.0,3718,3893
36849.0,74386.0,91766.0,91208.0,87774.0,82248,127.0,251.0,310.0,313.0,302,285,Broad Channel,A S,84.0,191.0,234.0,210.0,204,178
4325297.0,4407347.0,4300632.0,4189306.0,4060805.0,2436810,13280.0,13515.0,13236.0,12957.0,13242,8473,Broadway,N W,17411.0,17790.0,17142.0,16276.0,12922,5190
6072768.0,6664442.0,6730837.0,6809217.0,7003218.0,7218939,20446.0,22433.0,22717.0,23317.0,23672,23995,Court Sq,7 E G M,16214.0,17776.0,17591.0,16026.0,18322,20649
4343633.0,4362316.0,4350714.0,4268747.0,4039686.0,3898046,13597.0,13568.0,13588.0,13508.0,12967,12463,Elmhurst Av,M R,16028.0,16519.0,16279.0,14896.0,13572,13269
806025.0,1486147.0,1576988.0,1572694.0,1472005.0,1376087,2651.0,4748.0,4989.0,5009.0,4738,4435,Far Rockaway-Mott Av,A,2355.0,5030.0,5569.0,5345.0,4846,4501
19102434.0,19085948.0,19082391.0,19257879.0,18746832.0,17799862,60190.0,60252.0,60226.0,60259.0,58511,55669,Flushing-Main St,7,68974.0,69065.0,68232.0,70714.0,70807,66311
1179301.0,1235376.0,1317289.0,1316296.0,796742.0,927801,4103.0,4210.0,4386.0,4429.0,2819,3124,Forest Av,M,2423.0,3008.0,3678.0,3421.0,1424,2428
8573480.0,8585239.0,8654547.0,8581096.0,8748221.0,8115385,27728.0,27784.0,28209.0,28135.0,27760,26613,Forest Hills-71 Av,E F M R,27914.0,27854.0,27174.0,25846.0,31485,24710
1534754.0,1676862.0,1806429.0,1831889.0,1198376.0,1400512,5333.0,5677.0,6002.0,6130.0,4223,4716,Fresh Pond Rd,M,3188.0,4273.0,5103.0,4919.0,2230,3661
5832568.0,5861823.0,5995764.0,6057028.0,5792378.0,5713827,18298.0,18413.0,18955.0,19373.0,18754,18489,Grand Av-Newtown,M R,21480.0,21475.0,21443.0,20303.0,18805,18477
1626984.0,963503.0,1041816.0,1012067.0,1123405.0,1154695,4972.0,2835.0,3059.0,3011.0,3292,3376,Howard Beach-JFK Airport,A,6509.0,4349.0,4740.0,4365.0,5145,5348
1710103.0,1791109.0,1848769.0,1994002.0,1999970.0,1932478,6400.0,6666.0,6803.0,7292.0,7283,7205,Hunters Point Av,7,1542.0,1738.0,2150.0,2523.0,2765,1782
12507906.0,12784635.0,12622977.0,12470914.0,11604228.0,10681269,41686.0,42261.0,42115.0,41603.0,39326,36368,Jamaica Center-Parsons-Archer,E J Z,34680.0,37145.0,34737.0,34062.0,29466,26010
6868439.0,6818494.0,6898938.0,6783119.0,6463698.0,6270766,23280.0,23093.0,23417.0,23121.0,22421,21452,Jamaica-179 St,F,17318.0,17249.0,17197.0,16265.0,14061,14885
1565998.0,1587413.0,1545016.0,1536716.0,1555962.0,1502672,4992.0,5121.0,5092.0,5022.0,4972,4717,Jamaica-Van Wyck,E,5422.0,5200.0,4532.0,4672.0,5407,5544
6816700.0,6946966.0,7064435.0,7249912.0,7084849.0,6896657,20818.0,21116.0,21557.0,22051.0,21751,21100,Junction Blvd,7,27840.0,28848.0,28900.0,29702.0,28592,28045
8609185.0,8363109.0,8354731.0,8109611.0,7811007.0,7680149,28289.0,27693.0,27558.0,27085.0,26493,25536,Kew Gardens-Union Turnpike,E F,25970.0,24147.0,24732.0,22088.0,19813,21768
1902121.0,1875472.0,2120859.0,2004343.0,1873789.0,1756825,4675.0,4555.0,5244.0,5367.0,5028,4606,Mets-Willets Point,7,12709.0,12295.0,14507.0,11209.0,10608,10624
1200171.0,1300110.0,1361246.0,1365048.0,875782.0,954875,4092.0,4318.0,4489.0,4530.0,3064,3225,Middle Village-Metropolitan Av,M,2900.0,3733.0,4030.0,3868.0,1753,2469
2239136.0,2290836.0,2282296.0,2264100.0,2140551.0,2097374,7235.0,7431.0,7428.0,7413.0,7107,6904,Northern Blvd,M R,7285.0,7304.0,7178.0,6821.0,6133,6240
2262961.0,2263109.0,2224331.0,2351557.0,2306419.0,2296755,7476.0,7641.0,7732.0,8023.0,7722,7591,Ozone Park-Lefferts Blvd,A,6568.0,5764.0,4545.0,5538.0,6307,6688
2035948.0,2052252.0,2094007.0,2063042.0,1998650.0,2003517,6463.0,6540.0,6640.0,6644.0,6593,6462,Parsons Blvd,F,7174.0,7096.0,7420.0,6736.0,5905,6593
2855006.0,3005223.0,3101888.0,3124028.0,3374948.0,3886574,9696.0,10125.0,10475.0,10652.0,11369,12747,Queens Plaza,E M R,7189.0,7987.0,8111.0,7574.0,9040,11905
3569290.0,3785260.0,3773168.0,4105500.0,4566287.0,5079051,11132.0,11554.0,11786.0,12936.0,13502,14517,Queensboro Plaza,7 N W,13610.0,15734.0,14352.0,14891.0,20654,25672
2637100.0,2575171.0,1729268.0,2382252.0,2371645.0,2336304,8662.0,8474.0,5690.0,7683.0,7786,7534,Rockaway Blvd,A,7903.0,7630.0,5142.0,7763.0,7211,7694
135956.0,231407.0,255542.0,250220.0,235691.0,240483,379.0,677.0,747.0,727.0,683,696,Rockaway Park-Beach 116 St,A S,703.0,1053.0,1137.0,1167.0,1091,1094
711011.0,755026.0,842069.0,854251.0,454373.0,565714,2428.0,2545.0,2726.0,2832.0,1576,1818,Seneca Av,M,1653.0,1957.0,2712.0,2410.0,930,1899
4798179.0,4807448.0,4779346.0,4703321.0,4733777.0,5075623,14769.0,14870.0,14895.0,14836.0,14867,15590,Steinway St,M R,19118.0,18764.0,18200.0,16851.0,17555,20427
1550363.0,1468419.0,1506607.0,1414334.0,1338831.0,1303795,4932.0,4795.0,4851.0,4652.0,4496,4291,Sutphin Blvd,F,5397.0,4502.0,4959.0,4134.0,3570,3885
7303038.0,7633725.0,7767728.0,7904869.0,7457153.0,7282128,23012.0,23747.0,24349.0,24796.0,23843,23388,Sutphin Blvd-Archer Av-JFK Airport,E J Z,26184.0,28862.0,28383.0,28587.0,25234,24020
3726974.0,4169876.0,4462652.0,4877185.0,4821191.0,4493326,12610.0,14123.0,14819.0,15910.0,15781,15093,Vernon Blvd-Jackson Av,7,9491.0,10347.0,12582.0,14981.0,14901,11858
1398536.0,1505920.0,1551590.0,1513298.0,1512676.0,1370889,4576.0,4796.0,4940.0,4838.0,5104,4771,Woodhaven Blvd,J Z,4255.0,5226.0,5388.0,5099.0,3884,2820
7157254.0,7125205.0,7120037.0,7144921.0,6871409.0,6509386,22276.0,22156.0,22220.0,22483.0,21879,20704,Woodhaven Blvd,M R,27194.0,27105.0,26745.0,25550.0,23929,22672
5330760.0,5356621.0,5432682.0,5511564.0,5457171.0,5282486,16559.0,16807.0,17007.0,17236.0,16945,16501,Woodside-61 St,7,20432.0,19669.0,20127.0,20360.0,21067,19796
